Date,Open,High,Low,Close,Adj Close,Volume
2014-07-18,12.340000,12.620000,12.282000,12.480000,12.394970,24100
2014-07-21,12.450000,12.870000,12.280000,12.780000,12.692926,37800
2014-07-22,12.870000,12.870000,12.550000,12.620000,12.534017,19900
2014-07-23,12.690000,12.980000,12.593000,12.840000,12.752518,17700
2014-07-24,12.920000,13.120000,12.920000,13.000000,12.911427,95700
2014-07-25,13.230000,13.460000,12.910000,13.000000,12.911427,142500
2014-07-28,12.950000,13.040000,12.750000,12.960000,12.871700,54000
2014-07-29,13.060000,13.094000,12.790000,12.880000,12.792245,34700
2014-07-30,13.096000,13.096000,12.839000,13.000000,12.911427,56500
2014-07-31,12.910000,13.002000,12.650000,12.780000,12.692926,41600
2014-08-01,12.840000,12.902000,12.350000,12.650000,12.563811,61400
2014-08-04,12.770000,12.770000,12.500000,12.690000,12.603540,48900
2014-08-05,12.610000,12.650000,12.480000,12.490000,12.404902,54100
2014-08-06,13.070000,14.080000,12.900000,13.830000,13.735773,208300
2014-08-07,13.940000,14.020000,13.750000,13.820000,13.725841,54000
2014-08-08,13.860000,13.966000,13.260000,13.580000,13.487476,114200
2014-08-11,13.700000,13.920000,13.650000,13.910000,13.815228,41400
2014-08-12,13.831000,13.980000,13.810000,13.890000,13.795364,40900
2014-08-13,13.980000,14.780000,13.920000,14.750000,14.649505,378500
2014-08-14,14.830000,15.660000,14.830000,15.260000,15.156030,135400
2014-08-15,15.460000,17.080000,15.260000,16.840000,16.725267,133400
2014-08-18,17.000000,17.000000,16.059999,16.450001,16.337923,191200
2014-08-19,16.500000,16.500000,16.120001,16.190001,16.079695,47800
2014-08-20,16.110001,16.330000,15.420000,15.770000,15.662556,105300
2014-08-21,15.680000,16.650000,15.510000,16.540001,16.427309,64100
2014-08-22,16.590000,17.690001,16.370001,17.450001,17.331108,451400
2014-08-25,17.549999,17.549999,16.840000,17.250000,17.132471,74200
2014-08-26,17.260000,18.059999,17.160000,18.049999,17.927019,158200
2014-08-27,18.340000,18.340000,17.790001,17.980000,17.857498,97500
2014-08-28,17.870001,18.020000,17.530001,17.879999,17.758177,49500
2014-08-29,17.860001,18.100000,17.610001,17.920000,17.797907,84100
2014-09-02,18.139999,18.320000,17.930000,18.080000,17.956816,135900
2014-09-03,18.219999,18.219999,17.110001,17.350000,17.231789,451700
2014-09-04,17.500000,17.570000,16.209999,16.650000,16.536558,335700
2014-09-05,16.480000,16.580000,16.040001,16.430000,16.318058,118800
2014-09-08,16.379999,16.580000,15.990000,16.389999,16.278330,134000
2014-09-09,16.389999,16.389999,15.810000,16.110001,16.000238,147300
2014-09-10,16.160000,16.450001,15.860000,16.360001,16.248535,85500
2014-09-11,16.219999,17.032000,16.059999,16.700001,16.586220,174600
2014-09-12,16.799999,18.030001,16.799999,17.740000,17.619133,278600
2014-09-15,17.830000,17.920000,16.500000,17.160000,17.043085,196000
2014-09-16,17.160000,18.129999,16.850000,17.889999,17.768108,252500
2014-09-17,17.980000,18.040001,17.530001,17.730000,17.609201,95200
2014-09-18,17.799999,18.190001,17.030001,18.049999,17.927019,188800
2014-09-19,18.080000,19.238001,17.459999,18.990000,18.860615,561600
2014-09-22,18.850000,19.143000,17.540001,18.280001,18.155457,398800
2014-09-23,18.290001,18.770000,17.900000,18.299999,18.175318,307900
2014-09-24,18.500000,18.590000,17.670000,18.420000,18.294498,187200
2014-09-25,18.309999,18.309999,16.820000,16.990000,16.874243,109500
2014-09-26,17.000000,17.510000,17.000000,17.219999,17.102674,68900
2014-09-29,17.100000,17.219999,16.799999,16.910000,16.794786,150400
2014-09-30,16.950001,17.030001,16.309999,16.559999,16.447170,188700
2014-10-01,16.209999,16.620001,16.000000,16.100000,15.990306,149200
2014-10-02,16.020000,16.330999,15.740000,16.299999,16.188944,140900
2014-10-03,16.480000,16.830000,16.400000,16.570000,16.457102,91600
2014-10-06,16.629999,16.639999,16.010000,16.150000,16.039965,62600
2014-10-07,16.000000,16.110001,15.470000,15.760000,15.652623,171600
2014-10-08,15.700000,15.930000,15.589000,15.680000,15.573169,112400
2014-10-09,15.640000,15.680000,14.320000,14.880000,14.778620,238400
2014-10-10,14.750000,15.590000,14.680000,14.880000,14.778620,194500
2014-10-13,14.950000,15.215000,14.790000,14.980000,14.877936,283900
2014-10-14,15.080000,15.400000,14.870000,15.040000,14.937529,216400
2014-10-15,15.050000,16.350000,14.850000,16.260000,16.149216,258200
2014-10-16,16.049999,16.790001,16.000000,16.760000,16.645809,100600
2014-10-17,17.020000,17.020000,16.389999,16.430000,16.318058,48600
2014-10-20,16.330000,16.440001,16.170000,16.340000,16.228672,37100
2014-10-21,16.219999,16.820000,16.219999,16.670000,16.556423,118400
2014-10-22,16.670000,16.735001,16.379999,16.480000,16.367718,71400
2014-10-23,16.549999,16.889999,16.379999,16.530001,16.417377,68700
2014-10-24,16.600000,16.650000,16.320000,16.510000,16.397516,39600
2014-10-27,16.469999,16.799999,16.340000,16.570000,16.457102,46900
2014-10-28,16.600000,17.320000,16.600000,16.910000,16.794786,97700
2014-10-29,16.950001,17.129999,16.681000,16.770000,16.655743,65900
2014-10-30,16.790001,17.469999,16.740000,17.430000,17.311245,94200
2014-10-31,17.799999,17.879999,17.540001,17.750000,17.629065,55600
2014-11-03,17.820000,17.917999,17.600000,17.680000,17.559540,49800
2014-11-04,17.680000,18.080000,17.580000,17.730000,17.609201,145500
2014-11-05,18.620001,22.110001,18.620001,21.150000,21.005899,677800
2014-11-06,21.260000,22.490000,21.000000,21.590000,21.442902,253000
2014-11-07,21.520000,21.650000,21.090000,21.420000,21.274059,133300
2014-11-10,21.440001,22.080000,21.160000,22.070000,21.919630,222700
2014-11-11,22.219999,23.370001,22.180000,22.500000,22.346701,248600
2014-11-12,22.190001,22.777000,22.129999,22.350000,22.197725,94000
2014-11-13,22.350000,23.330000,22.221001,22.600000,22.446020,92100
2014-11-14,22.730000,23.780001,22.309999,23.690001,23.528595,174500
2014-11-17,23.840000,25.459999,23.549999,24.850000,24.680691,421000
2014-11-18,25.100000,25.100000,24.709999,24.840000,24.670759,246300
2014-11-19,24.959999,26.330000,24.610001,25.690001,25.514967,154300
2014-11-20,25.650000,26.290001,25.540001,26.100000,25.922173,121800
2014-11-21,26.559999,27.719999,26.070000,26.930000,26.746519,202200
2014-11-24,27.170000,28.410000,27.170000,27.469999,27.282839,250700
2014-11-25,27.580000,27.790001,26.500000,27.680000,27.491409,320600
2014-11-26,27.940001,28.730000,27.542999,28.290001,28.097254,188900
2014-11-28,28.450001,29.420000,28.309999,28.750000,28.554117,114500
2014-12-01,28.830000,29.131001,28.000000,28.379999,28.186638,115700
2014-12-02,28.860001,29.260000,26.930000,27.600000,27.411955,296400
2014-12-03,26.809999,27.000000,25.760000,26.920000,26.736588,226700
2014-12-04,26.809999,27.959999,26.110001,27.270000,27.084204,131100
2014-12-05,27.110001,27.590000,27.110001,27.330000,27.143795,63000
2014-12-08,27.350000,27.510000,26.290001,26.420000,26.239994,86500
2014-12-09,26.000000,27.440001,25.250000,27.389999,27.203382,113500
2014-12-10,27.240000,27.450001,26.170000,26.590000,26.408834,72700
2014-12-11,26.500000,27.209999,25.389999,25.639999,25.465307,109000
2014-12-12,25.190001,25.368999,23.799999,24.459999,24.293346,149400
2014-12-15,24.440001,24.750000,23.480000,24.240000,24.074846,111900
2014-12-16,23.990000,26.879999,23.879999,26.590000,26.408834,173900
2014-12-17,26.629999,27.399000,26.110001,27.309999,27.123930,107600
2014-12-18,27.500000,28.139999,26.870001,27.580000,27.392090,128000
2014-12-19,27.580000,27.580000,27.070000,27.209999,27.024609,79100
2014-12-22,27.350000,28.840000,27.180000,28.430000,28.236298,101500
2014-12-23,28.500000,28.500000,26.750000,27.370001,27.183523,69100
2014-12-24,27.209999,27.209999,26.010000,26.490000,26.309517,57300
2014-12-26,26.580000,27.110001,26.330000,26.680000,26.498222,105000
2014-12-29,26.600000,26.809999,25.590000,26.240000,26.061218,63200
2014-12-30,26.100000,26.590000,25.840000,26.070000,25.892376,37800
2014-12-31,26.180000,26.980000,26.000000,26.330000,26.150606,61900
2015-01-02,26.290001,26.469999,25.620001,26.059999,25.882446,87500
2015-01-05,25.950001,25.950001,25.080000,25.180000,25.008442,58700
2015-01-06,25.280001,25.549999,24.299999,24.559999,24.392666,89900
2015-01-07,24.620001,25.480000,24.500000,25.340000,25.167351,77300
2015-01-08,25.809999,27.000000,25.670000,26.420000,26.239994,173200
2015-01-09,26.719999,26.950001,25.180000,25.430000,25.256739,111800
2015-01-12,24.850000,25.270000,24.070000,24.680000,24.511848,239000
2015-01-13,24.520000,24.690001,23.160000,23.610001,23.449139,431500
2015-01-14,23.150000,24.368999,22.760000,23.180000,23.022070,544600
2015-01-15,23.920000,24.500000,23.250000,23.610001,23.449139,2855700
2015-01-16,23.500000,23.898001,23.059999,23.490000,23.329954,254600
2015-01-20,23.500000,23.594999,22.580000,23.240000,23.081659,215800
2015-01-21,23.889999,25.840000,23.400000,25.260000,25.087894,429600
2015-01-22,25.350000,26.379999,24.570000,26.280001,26.100948,415700
2015-01-23,26.120001,28.230000,26.120001,27.040001,26.855770,697600
2015-01-26,27.219999,28.129999,26.600000,27.410000,27.223248,506500
2015-01-27,27.360001,28.719999,26.780001,28.120001,27.928413,588500
2015-01-28,28.469999,30.200001,27.809999,28.760000,28.564049,1546200
2015-01-29,28.940001,29.370001,26.240000,27.400000,27.213314,797900
2015-01-30,27.270000,27.780001,25.129999,26.170000,25.991697,851900
2015-02-02,26.070000,27.100000,25.280001,26.090000,25.912241,567600
2015-02-03,26.100000,27.809999,26.000000,27.580000,27.392090,463200
2015-02-04,27.209999,27.940001,26.830000,27.080000,26.895496,197600
2015-02-05,27.090000,28.410000,27.090000,28.000000,27.809229,465800
2015-02-06,28.010000,28.600000,27.420000,28.049999,27.858887,280100
2015-02-09,27.790001,30.320000,27.660000,29.760000,29.557240,1272000
2015-02-10,30.299999,32.389999,28.410000,31.700001,31.484020,1183000
2015-02-11,34.130001,34.700001,28.809999,31.450001,31.235723,1902600
2015-02-12,31.799999,33.700001,31.049999,33.080002,32.854618,777000
2015-02-13,32.779999,34.070000,31.730000,32.369999,32.149452,468500
2015-02-17,32.369999,33.980000,31.430000,33.560001,33.331348,683300
2015-02-18,33.599998,33.685001,32.200001,32.630001,32.407681,376200
2015-02-19,32.599998,35.120998,32.599998,33.389999,33.162506,713500
2015-02-20,33.200001,34.029999,32.799999,33.770000,33.539917,337500
2015-02-23,33.779999,34.060001,32.200001,32.910000,32.685780,418300
2015-02-24,33.009998,33.619999,32.389999,33.189999,32.963867,345800
2015-02-25,33.049999,33.290001,32.320000,32.939999,32.715569,239000
2015-02-26,32.980000,33.090000,32.139999,32.840000,32.616253,440500
2015-02-27,32.720001,33.950001,31.562000,31.879999,31.662792,729200
2015-03-02,31.860001,32.540001,31.239000,31.870001,31.652864,420200
2015-03-03,31.809999,32.880001,31.629999,31.920000,31.702518,489700
2015-03-04,32.000000,32.259998,31.580000,31.639999,31.424429,287900
2015-03-05,31.590000,32.790001,31.410000,32.349998,32.129589,265300
2015-03-06,32.099998,33.750000,31.969999,32.160000,31.940884,601300
2015-03-09,31.879999,31.879999,29.139999,30.650000,30.441174,952800
2015-03-10,30.209999,31.170000,29.770000,30.879999,30.669607,629900
2015-03-11,30.719999,31.889999,30.559999,31.490000,31.275450,539600
2015-03-12,31.639999,31.980000,31.500000,31.870001,31.652864,213000
2015-03-13,31.830000,31.980000,31.260000,31.400000,31.186064,364700
2015-03-16,31.740000,32.099998,31.450001,31.950001,31.732317,428800
2015-03-17,32.139999,33.470001,31.870001,32.669998,32.447407,744000
2015-03-18,32.709999,34.650002,32.630001,34.220001,33.986851,551000
2015-03-19,34.560001,35.863998,34.410000,35.110001,34.870789,537100
2015-03-20,35.340000,35.730000,33.700001,33.770000,33.539917,957500
2015-03-23,33.770000,34.096001,32.549999,33.189999,32.963867,408700
2015-03-24,32.750000,33.060001,31.559999,31.620001,31.404566,512800
2015-03-25,31.620001,31.896000,30.299999,30.469999,30.262400,352700
2015-03-26,30.230000,32.209999,29.520000,31.830000,31.613134,379400
2015-03-27,31.770000,32.056000,31.360001,31.840000,31.623068,207000
2015-03-30,32.009998,32.480000,32.009998,32.090000,31.871363,174300
2015-03-31,31.809999,32.389999,31.760000,32.060001,31.841566,255900
2015-04-01,32.119999,32.119999,31.080000,31.660000,31.444292,185000
2015-04-02,31.750000,32.119999,31.299999,31.500000,31.285381,156500
2015-04-06,31.400000,32.325001,31.330000,31.969999,31.752180,162600
2015-04-07,32.060001,32.750000,31.959999,32.360001,32.139526,220200
2015-04-08,32.490002,32.880001,32.060001,32.279999,32.060066,129000
2015-04-09,32.099998,32.285000,31.180000,31.969999,31.752180,249400
2015-04-10,32.000000,32.257000,31.549999,31.770000,31.553543,178700
2015-04-13,31.790001,31.959999,31.400000,31.469999,31.255585,141900
2015-04-14,31.530001,31.690001,30.090000,30.490000,30.282263,267800
2015-04-15,30.740000,31.219999,30.520000,31.100000,30.888107,158300
2015-04-16,30.900000,31.170000,30.520000,30.820000,30.610014,158400
2015-04-17,30.430000,30.620001,29.360001,30.110001,29.904852,305900
2015-04-20,30.540001,32.599998,30.200001,32.200001,31.980612,378000
2015-04-21,32.619999,33.330002,32.400002,33.110001,32.884415,299400
2015-04-22,33.419998,33.980000,32.830002,32.950001,32.725502,293500
2015-04-23,33.080002,33.360001,32.540001,33.049999,32.824818,166900
2015-04-24,33.330002,33.330002,32.320000,32.910000,32.685780,157900
2015-04-27,33.389999,33.590000,32.150002,32.209999,31.990543,247900
2015-04-28,32.250000,33.480000,31.600000,32.910000,32.685780,230300
2015-04-29,32.799999,33.160000,32.099998,32.380001,32.159389,161600
2015-04-30,32.320000,32.639999,31.209999,31.610001,31.394632,188200
2015-05-01,31.920000,32.529999,31.065001,31.930000,31.712452,273000
2015-05-04,32.060001,33.439999,32.040001,32.959999,32.735435,525400
2015-05-05,32.740002,32.740002,30.840000,31.330000,31.116541,319800
2015-05-06,31.299999,33.990002,30.850000,33.049999,32.824818,835400
2015-05-07,33.560001,35.580002,31.530001,35.330002,35.089287,2059300
2015-05-08,35.720001,37.700001,35.000000,35.700001,35.456768,1439700
2015-05-11,36.060001,38.409000,35.980000,38.290001,38.029121,867600
2015-05-12,38.410000,39.209999,37.119999,38.950001,38.684624,549800
2015-05-13,39.009998,39.660000,37.950001,38.150002,37.890076,382400
2015-05-14,38.630001,39.750000,38.029999,39.240002,38.972649,435500
2015-05-15,36.639999,36.650002,35.032001,35.290001,35.049564,3555100
2015-05-18,35.470001,35.855999,35.330002,35.349998,35.109150,894900
2015-05-19,35.520000,35.842999,34.549999,35.669998,35.426968,759300
2015-05-20,35.599998,36.299999,35.389999,35.799999,35.556080,680300
2015-05-21,35.860001,36.660000,35.860001,36.209999,35.963287,529900
2015-05-22,36.240002,36.450001,35.580002,35.669998,35.426968,570100
2015-05-26,35.680000,35.720001,34.279999,35.169998,34.930378,620300
2015-05-27,35.220001,35.356998,34.627998,35.189999,34.950241,436700
2015-05-28,35.220001,35.349998,34.160000,34.709999,34.473511,369500
2015-05-29,34.630001,34.990002,33.849998,34.759998,34.523170,662900
2015-06-01,34.990002,35.560001,34.180000,34.750000,34.513241,638700
2015-06-02,34.500000,36.230000,34.270000,35.380001,35.138947,683300
2015-06-03,35.380001,35.540001,34.799999,35.330002,35.089287,338300
2015-06-04,35.000000,36.000000,34.917000,35.230000,34.989967,317200
2015-06-05,35.290001,35.625000,34.590000,35.400002,35.158813,492000
2015-06-08,36.000000,36.840000,35.930000,36.299999,36.052681,767500
2015-06-09,36.389999,36.570000,34.220001,36.060001,35.814316,751800
2015-06-10,36.180000,36.220001,35.810001,36.029999,35.784519,404600
2015-06-11,36.000000,36.090000,35.483002,35.759998,35.516354,189900
2015-06-12,35.549999,36.020000,35.290001,35.919998,35.675266,292800
2015-06-15,35.709999,36.580002,35.250000,36.490002,36.241383,500300
2015-06-16,36.340000,38.305000,36.340000,38.240002,37.979462,1441900
2015-06-17,38.470001,38.639999,37.759998,38.150002,37.890076,644800
2015-06-18,38.150002,38.521999,37.919998,38.360001,38.098644,439300
2015-06-19,38.360001,38.410000,37.380001,37.709999,37.453075,576200
2015-06-22,38.279999,39.169998,37.799999,38.349998,38.088707,608200
2015-06-23,38.549999,38.610001,37.849998,38.090000,37.830479,580500
2015-06-24,38.090000,38.180000,36.470001,36.750000,36.499615,751400
2015-06-25,36.799999,37.419998,36.715000,37.369999,37.115387,460600
2015-06-26,37.369999,37.660000,35.180000,35.750000,35.506428,2523000
2015-06-29,34.880001,35.349998,34.131001,34.380001,34.145760,772800
2015-06-30,34.790001,35.029999,33.299999,34.150002,33.917328,547300
2015-07-01,34.570000,34.950001,34.299999,34.480000,34.245075,284700
2015-07-02,34.630001,34.630001,33.541000,34.029999,33.798145,327000
2015-07-06,33.400002,34.500000,32.689999,34.470001,34.235149,409900
2015-07-07,34.410000,34.750000,32.924999,33.520000,33.291618,511000
2015-07-08,33.060001,33.910000,32.810001,33.330002,33.102917,267100
2015-07-09,33.810001,34.629002,33.580002,34.200001,33.966988,233400
2015-07-10,34.590000,34.759998,34.290001,34.459999,34.225212,254300
2015-07-13,34.560001,34.875000,34.220001,34.560001,34.324535,251700
2015-07-14,34.369999,35.419998,34.369999,35.099998,34.860851,332000
2015-07-15,35.099998,35.270000,34.405998,34.820000,34.582764,271600
2015-07-16,35.020000,35.180000,34.430000,35.119999,34.880714,328700
2015-07-17,35.119999,35.374001,34.700001,35.070000,34.831062,440100
2015-07-20,35.250000,35.730000,34.730000,35.730000,35.486565,470900
2015-07-21,35.730000,36.180000,35.118000,35.560001,35.317722,366200
2015-07-22,35.400002,36.049999,35.230000,35.720001,35.476631,347200
2015-07-23,35.889999,36.980000,35.889999,35.950001,35.705067,502700
2015-07-24,35.919998,36.320000,33.650002,33.750000,33.520050,614900
2015-07-27,33.470001,33.470001,31.315001,31.600000,31.384701,672700
2015-07-28,31.840000,31.927000,30.250000,31.270000,31.056950,919400
2015-07-29,31.270000,32.049999,29.799999,31.959999,31.742247,885100
2015-07-30,31.850000,32.500000,31.129999,32.220001,32.000477,347000
2015-07-31,32.130001,32.430000,31.639999,32.000000,31.781975,309300
2015-08-03,32.009998,32.980000,31.386999,31.440001,31.225792,529800
2015-08-04,31.480000,32.250000,31.270000,32.049999,31.831635,587000
2015-08-05,34.000000,38.450001,33.950001,37.849998,37.592117,2104100
2015-08-06,37.849998,38.139999,35.959999,36.959999,36.708179,985700
2015-08-07,37.070000,37.450001,36.459999,37.410000,37.155117,524600
2015-08-10,37.500000,38.230000,37.299999,37.750000,37.492802,593900
2015-08-11,37.580002,39.000000,37.261002,38.009998,37.751030,737700
2015-08-12,37.799999,38.318001,36.500000,37.540001,37.284233,729000
2015-08-13,37.610001,39.000000,37.340000,37.880001,37.621918,499400
2015-08-14,37.959999,38.400002,37.619999,38.349998,38.088707,273400
2015-08-17,38.320000,41.360001,37.660000,40.910000,40.631268,1885300
2015-08-18,41.150002,41.580002,39.529999,40.000000,39.727467,897200
2015-08-19,40.000000,40.787998,39.349998,40.070000,39.796989,614700
2015-08-20,39.660000,39.930000,38.099998,38.410000,38.148300,739100
2015-08-21,36.810001,38.430000,36.150002,37.930000,37.671577,1149100
2015-08-24,34.230000,37.459999,32.959999,37.459999,37.204777,901800
2015-08-25,38.529999,39.029999,36.910000,36.919998,36.668453,678600
2015-08-26,37.820000,38.529999,36.790001,38.200001,37.939735,593700
2015-08-27,38.630001,39.570000,37.689999,38.430000,38.168167,648300
2015-08-28,38.360001,38.790001,37.810001,38.310001,38.048985,451000
2015-08-31,38.270000,39.450001,37.825001,38.540001,38.277420,533900
2015-09-01,37.730000,38.529999,37.040001,37.250000,36.996204,608100
2015-09-02,37.500000,38.400002,37.200001,38.029999,37.770889,346400
2015-09-03,38.099998,38.439999,37.270000,37.590000,37.333889,345600
2015-09-04,37.029999,37.532001,36.340000,36.750000,36.499615,265400
2015-09-08,37.209999,38.220001,36.980000,37.990002,37.731171,252400
2015-09-09,38.480000,38.779999,37.759998,37.860001,37.602051,413300
2015-09-10,37.549999,38.720001,37.549999,37.750000,37.492802,272000
2015-09-11,37.500000,38.500000,37.188000,38.410000,38.148300,317100
2015-09-14,38.410000,38.799999,38.080002,38.759998,38.495918,288800
2015-09-15,38.720001,40.980000,38.349998,40.599998,40.323380,1344700
2015-09-16,38.450001,38.880001,37.310001,38.000000,37.741093,3202300
2015-09-17,37.910000,38.500000,37.669998,37.939999,37.681499,711400
2015-09-18,37.340000,38.160000,37.099998,37.830002,37.572254,906400
2015-09-21,38.000000,38.574001,37.720001,38.029999,37.770889,627900
2015-09-22,37.959999,38.139999,37.450001,37.750000,37.492802,683000
2015-09-23,37.840000,38.580002,37.535000,38.049999,37.790752,499700
2015-09-24,37.869999,37.980000,34.619999,36.029999,35.784519,1113300
2015-09-25,36.500000,36.639999,34.209999,34.310001,34.076241,1079100
2015-09-28,34.070000,35.240002,33.674999,34.020000,33.788212,701800
2015-09-29,33.950001,34.669998,33.001999,34.549999,34.314598,791400
2015-09-30,34.939999,36.009998,34.700001,35.910000,35.665333,820900
2015-10-01,35.810001,36.139999,34.849998,35.980000,35.734859,469900
2015-10-02,35.480000,37.090000,35.110001,37.049999,36.797573,397300
2015-10-05,37.540001,38.389999,37.200001,38.340000,38.078781,750000
2015-10-06,38.340000,38.830002,37.389999,38.169998,37.909935,337300
2015-10-07,38.430000,39.450001,37.759998,39.400002,39.131557,387700
2015-10-08,39.270000,39.419998,38.641998,39.360001,39.091835,429100
2015-10-09,39.650002,40.500000,39.169998,40.330002,40.055225,666700
2015-10-12,40.330002,41.150002,40.095001,40.500000,40.224064,656400
2015-10-13,40.080002,40.900002,39.299999,39.380001,39.111694,417300
2015-10-14,39.270000,40.584999,39.120998,39.750000,39.479176,389600
2015-10-15,39.849998,40.770000,39.485001,40.389999,40.114811,493200
2015-10-16,40.570000,42.500000,40.389999,41.860001,41.574799,1332600
2015-10-19,42.150002,42.439999,40.180000,40.840000,40.561745,680400
2015-10-20,40.840000,42.660000,37.630001,38.570000,38.307209,2081500
2015-10-21,38.660000,39.160000,37.799999,38.290001,38.029121,683000
2015-10-22,38.590000,39.150002,38.230000,38.630001,38.366806,440200
2015-10-23,38.970001,39.000000,37.141998,37.680000,37.423275,843200
2015-10-26,37.419998,37.939999,35.830002,37.419998,37.165047,1041800
2015-10-27,37.279999,37.389999,36.029999,36.160000,35.913631,868500
2015-10-28,36.430000,39.150002,35.931000,38.959999,38.694553,1092100
2015-10-29,38.610001,39.000000,38.169998,38.889999,38.625034,407500
2015-10-30,38.910000,39.130001,37.731998,38.009998,37.751030,655800
2015-11-02,38.099998,39.380001,38.009998,38.980000,38.714420,628600
2015-11-03,38.970001,39.740002,38.689999,39.150002,38.883259,960100
2015-11-04,44.250000,46.200001,43.529999,45.730000,45.418430,4494900
2015-11-05,45.880001,46.349998,44.049999,44.299999,43.998173,1196300
2015-11-06,44.380001,46.020000,44.349998,44.880001,44.574223,986300
2015-11-09,44.939999,45.124001,43.080002,43.459999,43.163891,962300
